team_a,team_b,avg_batting_a,avg_batting_b,avg_wickets_a,avg_wickets_b,match_date,match_type,winner,winner_a,winner_b,draws
Munster Reds,Northern Knights,nan,nan,nan,nan,2022-05-05,ODM,Munster Reds,0,0,0
Munster Reds,Northern Knights,nan,nan,nan,nan,2022-05-05,ODM,Munster Reds,0,0,0
Lancashire,Warwickshire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Middlesex,Sussex,nan,nan,nan,nan,2022-05-05,MDM,Middlesex,0,0,0
Middlesex,Sussex,nan,nan,nan,nan,2022-05-05,MDM,Middlesex,0,0,0
Northamptonshire,Surrey,nan,nan,nan,nan,2022-05-05,MDM,Surrey,0,0,0
Middlesex,Sussex,nan,nan,nan,nan,2022-05-05,MDM,Middlesex,0,0,0
Middlesex,Sussex,nan,nan,nan,nan,2022-05-05,MDM,Middlesex,0,0,0
Durham,Worcestershire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Durham,Worcestershire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Lancashire,Warwickshire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Sapphires,Tornadoes,nan,nan,nan,nan,2022-05-05,T20,Tornadoes,0,0,0
Lancashire,Warwickshire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Sapphires,Tornadoes,nan,nan,nan,nan,2022-05-05,T20,Tornadoes,0,0,0
Durham,Worcestershire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Northamptonshire,Surrey,nan,nan,nan,nan,2022-05-05,MDM,Surrey,0,0,0
Durham,Worcestershire,nan,nan,nan,nan,2022-05-05,MDM,draw,0,0,0
Gujarat Titans,Mumbai Indians,nan,nan,nan,nan,2022-05-06,T20,Mumbai Indians,0,0,0
Gujarat Titans,Mumbai Indians,nan,nan,nan,nan,2022-05-06,T20,Mumbai Indians,0,0,0
Tornadoes,Warriors (FairBreak),nan,nan,nan,nan,2022-05-06,T20,Tornadoes,0,0,0
Barmy Army,Falcons,nan,nan,nan,nan,2022-05-06,T20,Falcons,0,0,0
Tornadoes,Warriors (FairBreak),nan,nan,nan,nan,2022-05-06,T20,Tornadoes,0,0,0
Barmy Army,Falcons,nan,nan,nan,nan,2022-05-06,T20,Falcons,0,0,0
Punjab Kings,Rajasthan Royals,nan,nan,nan,nan,2022-05-07,T20,Rajasthan Royals,0,0,0
Denmark,Finland,nan,nan,nan,nan,2022-05-07,T20,Finland,0,0,0
Kolkata Knight Riders,Lucknow Super Giants,nan,nan,nan,nan,2022-05-07,T20,Lucknow Super Giants,0,0,0
Sapphires,Warriors (FairBreak),nan,nan,nan,nan,2022-05-07,T20,Sapphires,0,0,0
Falcons,Spirit,nan,nan,nan,nan,2022-05-07,T20,Spirit,0,0,0
Denmark,Finland,nan,nan,nan,nan,2022-05-07,T20,Finland,0,0,0
Falcons,Spirit,nan,nan,nan,nan,2022-05-07,T20,Spirit,0,0,0
Denmark,Finland,nan,nan,nan,nan,2022-05-07,T20,Denmark,0,0,0
Denmark,Finland,nan,nan,nan,nan,2022-05-07,T20,Denmark,0,0,0
Punjab Kings,Rajasthan Royals,nan,nan,nan,nan,2022-05-07,T20,Rajasthan Royals,0,0,0
Kolkata Knight Riders,Lucknow Super Giants,nan,nan,nan,nan,2022-05-07,T20,Lucknow Super Giants,0,0,0
Sapphires,Warriors (FairBreak),nan,nan,nan,nan,2022-05-07,T20,Sapphires,0,0,0
Sapphires,Spirit,nan,nan,nan,nan,2022-05-08,T20,Spirit,0,0,0
Denmark,Finland,154.0,87.5,6.5,8.5,2022-05-08,T20,Denmark,1,1,0
Barmy Army,Tornadoes,nan,nan,nan,nan,2022-05-08,T20,Barmy Army,0,0,0
Royal Challengers Bangalore,Sunrisers Hyderabad,68.0,72.0,10.0,1.0,2022-05-08,T20,Royal Challengers Bangalore,0,1,0
Barmy Army,Tornadoes,nan,nan,nan,nan,2022-05-08,T20,Barmy Army,0,0,0
Royal Challengers Bangalore,Sunrisers Hyderabad,68.0,72.0,10.0,1.0,2022-05-08,T20,Royal Challengers Bangalore,0,1,0
Sapphires,Spirit,nan,nan,nan,nan,2022-05-08,T20,Spirit,0,0,0
Chennai Super Kings,Delhi Capitals,nan,nan,nan,nan,2022-05-08,T20,Chennai Super Kings,0,0,0
Chennai Super Kings,Delhi Capitals,nan,nan,nan,nan,2022-05-08,T20,Chennai Super Kings,0,0,0
Denmark,Finland,154.0,87.5,6.5,8.5,2022-05-08,T20,Denmark,1,1,0
Kolkata Knight Riders,Mumbai Indians,162.0,161.0,5.0,4.0,2022-05-09,T20,Kolkata Knight Riders,1,0,0
Kolkata Knight Riders,Mumbai Indians,162.0,161.0,5.0,4.0,2022-05-09,T20,Kolkata Knight Riders,1,0,0
Leinster Lightning,Munster Reds,nan,nan,nan,nan,2022-05-10,ODM,Munster Reds,0,0,0
Barmy Army,Sapphires,nan,nan,nan,nan,2022-05-10,T20,Barmy Army,0,0,0
Barmy Army,Sapphires,nan,nan,nan,nan,2022-05-10,T20,Barmy Army,0,0,0
Gibraltar,Malta,nan,nan,nan,nan,2022-05-10,T20,Malta,0,0,0
Leinster Lightning,Munster Reds,nan,nan,nan,nan,2022-05-10,ODM,Munster Reds,0,0,0
Hungary,Malta,nan,nan,nan,nan,2022-05-10,T20,Malta,0,0,0
Gibraltar,Malta,nan,nan,nan,nan,2022-05-10,T20,Malta,0,0,0
Gujarat Titans,Lucknow Super Giants,161.0,158.0,5.0,6.0,2022-05-10,T20,Gujarat Titans,1,0,0
Spirit,Warriors (FairBreak),nan,nan,nan,nan,2022-05-10,T20,Spirit,0,0,0
Spirit,Warriors (FairBreak),nan,nan,nan,nan,2022-05-10,T20,Spirit,0,0,0
Gujarat Titans,Lucknow Super Giants,161.0,158.0,5.0,6.0,2022-05-10,T20,Gujarat Titans,1,0,0
Gibraltar,Hungary,nan,nan,nan,nan,2022-05-10,T20,Hungary,0,0,0
Gibraltar,Hungary,nan,nan,nan,nan,2022-05-10,T20,Hungary,0,0,0
Hungary,Malta,nan,nan,nan,nan,2022-05-10,T20,Malta,0,0,0
Delhi Capitals,Rajasthan Royals,207.0,222.0,8.0,2.0,2022-05-11,T20,Delhi Capitals,0,1,0
Spirit,Tornadoes,nan,nan,nan,nan,2022-05-11,T20,Spirit,0,0,0
Czech Republic,Gibraltar,nan,nan,nan,nan,2022-05-11,T20,Czech Republic,0,0,0
Czech Republic,Gibraltar,nan,nan,nan,nan,2022-05-11,T20,Czech Republic,0,0,0
Malta,Romania,nan,nan,nan,nan,2022-05-11,T20,Malta,0,0,0
Falcons,Sapphires,nan,nan,nan,nan,2022-05-11,T20,Sapphires,0,0,0
Falcons,Sapphires,nan,nan,nan,nan,2022-05-11,T20,Sapphires,0,0,0
Spirit,Tornadoes,nan,nan,nan,nan,2022-05-11,T20,Spirit,0,0,0
Malta,Romania,nan,nan,nan,nan,2022-05-11,T20,Malta,0,0,0
Bulgaria,Hungary,nan,nan,nan,nan,2022-05-11,T20,Hungary,0,0,0
Delhi Capitals,Rajasthan Royals,207.0,222.0,8.0,2.0,2022-05-11,T20,Delhi Capitals,0,1,0
Bulgaria,Hungary,nan,nan,nan,nan,2022-05-11,T20,Hungary,0,0,0
Durham,Glamorgan,383.0,227.0,10.0,7.5,2022-05-12,MDM,Durham,0,0,1
Bulgaria,Czech Republic,nan,nan,nan,nan,2022-05-12,T20,Czech Republic,0,0,0
Northamptonshire,Warwickshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Leicestershire,Sussex,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Leicestershire,Sussex,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Northamptonshire,Warwickshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Leicestershire,Sussex,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Durham,Glamorgan,383.0,227.0,10.0,7.5,2022-05-12,MDM,Durham,0,0,1
Durham,Glamorgan,383.0,227.0,10.0,7.5,2022-05-12,MDM,Durham,0,0,1
Durham,Glamorgan,383.0,227.0,10.0,7.5,2022-05-12,MDM,Durham,0,0,1
Bulgaria,Czech Republic,nan,nan,nan,nan,2022-05-12,T20,Czech Republic,0,0,0
Derbyshire,Worcestershire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Derbyshire,Worcestershire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Middlesex,Nottinghamshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Falcons,Tornadoes,nan,nan,nan,nan,2022-05-12,T20,Tornadoes,0,0,0
Middlesex,Nottinghamshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Middlesex,Nottinghamshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Derbyshire,Worcestershire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Middlesex,Nottinghamshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Lancashire,Yorkshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Kent,Surrey,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Lancashire,Yorkshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Czech Republic,Malta,nan,nan,nan,nan,2022-05-12,T20,Malta,0,0,0
Lancashire,Yorkshire,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
North-West Warriors,Northern Knights,nan,nan,nan,nan,2022-05-12,ODM,Northern Knights,0,0,0
Hungary,Romania,nan,nan,nan,nan,2022-05-12,T20,Hungary,0,0,0
Hungary,Romania,nan,nan,nan,nan,2022-05-12,T20,Hungary,0,0,0
Kent,Surrey,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Czech Republic,Malta,nan,nan,nan,nan,2022-05-12,T20,Malta,0,0,0
Chennai Super Kings,Mumbai Indians,156.0,155.0,7.0,7.0,2022-05-12,T20,Mumbai Indians,1,0,0
Kent,Surrey,nan,nan,nan,nan,2022-05-12,MDM,draw,0,0,0
Gloucestershire,Somerset,nan,nan,nan,nan,2022-05-12,MDM,Somerset,0,0,0
Gloucestershire,Somerset,nan,nan,nan,nan,2022-05-12,MDM,Somerset,0,0,0
Gloucestershire,Somerset,nan,nan,nan,nan,2022-05-12,MDM,Somerset,0,0,0
North-West Warriors,Northern Knights,nan,nan,nan,nan,2022-05-12,ODM,Northern Knights,0,0,0
Falcons,Tornadoes,nan,nan,nan,nan,2022-05-12,T20,Tornadoes,0,0,0
Barmy Army,Warriors (FairBreak),nan,nan,nan,nan,2022-05-12,T20,Warriors (FairBreak),0,0,0
Chennai Super Kings,Mumbai Indians,156.0,155.0,7.0,7.0,2022-05-12,T20,Mumbai Indians,1,0,0
Barmy Army,Warriors (FairBreak),nan,nan,nan,nan,2022-05-12,T20,Warriors (FairBreak),0,0,0
Czech Republic,Romania,nan,nan,nan,nan,2022-05-13,T20,Romania,0,0,0
Bulgaria,Gibraltar,nan,nan,nan,nan,2022-05-13,T20,Gibraltar,0,0,0
Punjab Kings,Royal Challengers Bangalore,208.0,205.0,5.0,2.0,2022-05-13,T20,Punjab Kings,1,0,0
Bulgaria,Romania,nan,nan,nan,nan,2022-05-13,T20,Romania,0,0,0
Punjab Kings,Royal Challengers Bangalore,208.0,205.0,5.0,2.0,2022-05-13,T20,Punjab Kings,1,0,0
Bulgaria,Gibraltar,nan,nan,nan,nan,2022-05-13,T20,Gibraltar,0,0,0
Bulgaria,Romania,nan,nan,nan,nan,2022-05-13,T20,Romania,0,0,0
Czech Republic,Romania,nan,nan,nan,nan,2022-05-13,T20,Romania,0,0,0
Kolkata Knight Riders,Sunrisers Hyderabad,175.0,176.0,8.0,3.0,2022-05-14,T20,Kolkata Knight Riders,0,1,0
Southern Vipers,Thunder,nan,nan,nan,nan,2022-05-14,T20,Southern Vipers,0,0,0
Gibraltar,Romania,nan,nan,nan,nan,2022-05-14,T20,Romania,0,0,0
Gibraltar,Romania,nan,nan,nan,nan,2022-05-14,T20,Romania,0,0,0
Lightning,Northern Diamonds,nan,nan,nan,nan,2022-05-14,T20,Northern Diamonds,0,0,0
Kolkata Knight Riders,Sunrisers Hyderabad,175.0,176.0,8.0,3.0,2022-05-14,T20,Kolkata Knight Riders,0,1,0
Barmy Army,Tornadoes,153.0,150.0,2.0,2.0,2022-05-14,T20,Tornadoes,1,0,0
Barmy Army,Tornadoes,153.0,150.0,2.0,2.0,2022-05-14,T20,Tornadoes,1,0,0
Czech Republic,Hungary,nan,nan,nan,nan,2022-05-14,T20,Czech Republic,0,0,0
Czech Republic,Hungary,nan,nan,nan,nan,2022-05-14,T20,Czech Republic,0,0,0
Central Sparks,Western Storm,nan,nan,nan,nan,2022-05-14,T20,Central Sparks,0,0,0
South East Stars,Sunrisers,nan,nan,nan,nan,2022-05-14,T20,South East Stars,0,0,0
South East Stars,Sunrisers,nan,nan,nan,nan,2022-05-14,T20,South East Stars,0,0,0
Bulgaria,Malta,nan,nan,nan,nan,2022-05-14,T20,Malta,0,0,0
Lightning,Northern Diamonds,nan,nan,nan,nan,2022-05-14,T20,Northern Diamonds,0,0,0
Bulgaria,Malta,nan,nan,nan,nan,2022-05-14,T20,Malta,0,0,0
Falcons,Spirit,120.0,147.0,9.0,3.0,2022-05-14,T20,Falcons,0,1,0
Falcons,Spirit,120.0,147.0,9.0,3.0,2022-05-14,T20,Falcons,0,1,0
Central Sparks,Western Storm,nan,nan,nan,nan,2022-05-14,T20,Central Sparks,0,0,0
Southern Vipers,Thunder,nan,nan,nan,nan,2022-05-14,T20,Southern Vipers,0,0,0
Falcons,Tornadoes,138.0,141.0,4.0,3.0,2022-05-15,T20,Tornadoes,0,1,0
Falcons,Tornadoes,138.0,141.0,4.0,3.0,2022-05-15,T20,Tornadoes,0,1,0
Lucknow Super Giants,Rajasthan Royals,162.0,165.0,8.0,6.0,2022-05-15,T20,Rajasthan Royals,0,1,0
Barmy Army,Spirit,125.0,75.0,6.0,10.0,2022-05-15,T20,Spirit,1,0,0
Chennai Super Kings,Gujarat Titans,169.0,170.0,5.0,7.0,2022-05-15,T20,Gujarat Titans,0,1,0
Malta,Romania,166.0,165.0,5.0,4.0,2022-05-15,T20,Romania,1,0,0
Czech Republic,Hungary,175.0,169.0,3.0,7.0,2022-05-15,T20,Czech Republic,1,0,0
Czech Republic,Hungary,175.0,169.0,3.0,7.0,2022-05-15,T20,Czech Republic,1,0,0
Barmy Army,Spirit,125.0,75.0,6.0,10.0,2022-05-15,T20,Spirit,1,0,0
Bangladesh,Sri Lanka,114.0,136.0,5.0,6.0,2022-05-15,Test,draw,0,1,0
Chennai Super Kings,Gujarat Titans,169.0,170.0,5.0,7.0,2022-05-15,T20,Gujarat Titans,0,1,0
Bangladesh,Sri Lanka,114.0,136.0,5.0,6.0,2022-05-15,Test,draw,0,1,0
Bangladesh,Sri Lanka,114.0,136.0,5.0,6.0,2022-05-15,Test,draw,0,1,0
Malta,Romania,166.0,165.0,5.0,4.0,2022-05-15,T20,Romania,1,0,0
Bulgaria,Gibraltar,192.0,213.0,6.0,0.0,2022-05-15,T20,Bulgaria,0,1,0
Lucknow Super Giants,Rajasthan Royals,162.0,165.0,8.0,6.0,2022-05-15,T20,Rajasthan Royals,0,1,0
Bulgaria,Gibraltar,192.0,213.0,6.0,0.0,2022-05-15,T20,Bulgaria,0,1,0
Delhi Capitals,Punjab Kings,119.0,115.0,1.0,10.0,2022-05-16,T20,Delhi Capitals,1,0,0
Nepal,Uganda,nan,nan,nan,nan,2022-05-16,T20,Uganda,0,0,0
Nepal,Uganda,nan,nan,nan,nan,2022-05-16,T20,Uganda,0,0,0
Delhi Capitals,Punjab Kings,119.0,115.0,1.0,10.0,2022-05-16,T20,Delhi Capitals,1,0,0
Nepal,Uganda,90.0,102.0,9.0,5.0,2022-05-17,T20,Uganda,0,1,0
Namibia,Zimbabwe,82.75,101.75,7.25,1.75,2022-05-17,T20,Zimbabwe,1,3,0
Leinster Lightning,Northern Knights,nan,nan,nan,nan,2022-05-17,ODM,no result,0,0,0
Mumbai Indians,Sunrisers Hyderabad,nan,nan,nan,nan,2022-05-17,T20,Sunrisers Hyderabad,0,0,0
Nepal,Uganda,90.0,102.0,9.0,5.0,2022-05-17,T20,Uganda,0,1,0
Mumbai Indians,Sunrisers Hyderabad,nan,nan,nan,nan,2022-05-17,T20,Sunrisers Hyderabad,0,0,0
Namibia,Zimbabwe,82.75,101.75,7.25,1.75,2022-05-17,T20,Zimbabwe,1,3,0
Northern Diamonds,Thunder,nan,nan,nan,nan,2022-05-18,T20,Thunder,0,0,0
Northern Diamonds,Thunder,nan,nan,nan,nan,2022-05-18,T20,Thunder,0,0,0
Sunrisers,Western Storm,nan,nan,nan,nan,2022-05-18,T20,Western Storm,0,0,0
Sunrisers,Western Storm,nan,nan,nan,nan,2022-05-18,T20,Western Storm,0,0,0
Kolkata Knight Riders,Lucknow Super Giants,101.0,176.0,10.0,7.0,2022-05-18,T20,Lucknow Super Giants,0,1,0
Kolkata Knight Riders,Lucknow Super Giants,101.0,176.0,10.0,7.0,2022-05-18,T20,Lucknow Super Giants,0,1,0
Central Sparks,South East Stars,nan,nan,nan,nan,2022-05-18,T20,Central Sparks,0,0,0
Central Sparks,South East Stars,nan,nan,nan,nan,2022-05-18,T20,Central Sparks,0,0,0
Lightning,Southern Vipers,nan,nan,nan,nan,2022-05-18,T20,Southern Vipers,0,0,0
Lightning,Southern Vipers,nan,nan,nan,nan,2022-05-18,T20,Southern Vipers,0,0,0
Namibia,Zimbabwe,95.4,112.0,6.8,2.2,2022-05-19,T20,Namibia,1,4,0
Namibia,Zimbabwe,95.4,112.0,6.8,2.2,2022-05-19,T20,Namibia,1,4,0
Hampshire,Somerset,428.0,157.5,10.0,10.0,2022-05-19,MDM,Hampshire,1,0,0
Hampshire,Somerset,428.0,157.5,10.0,10.0,2022-05-19,MDM,Hampshire,1,0,0
Leicestershire,Worcestershire,215.5,291.0,9.5,7.5,2022-05-19,MDM,Worcestershire,0,0,2
Hampshire,Somerset,428.0,157.5,10.0,10.0,2022-05-19,MDM,Hampshire,1,0,0
Gujarat Titans,Royal Challengers Bangalore,174.0,170.0,4.0,6.0,2022-05-19,T20,Royal Challengers Bangalore,1,0,0
Gujarat Titans,Royal Challengers Bangalore,174.0,170.0,4.0,6.0,2022-05-19,T20,Royal Challengers Bangalore,1,0,0
Derbyshire,Nottinghamshire,nan,nan,nan,nan,2022-05-19,MDM,Nottinghamshire,0,0,0
Derbyshire,Nottinghamshire,nan,nan,nan,nan,2022-05-19,MDM,Nottinghamshire,0,0,0
Derbyshire,Nottinghamshire,nan,nan,nan,nan,2022-05-19,MDM,Nottinghamshire,0,0,0
Adelaide Strikers,Sydney Thunder,nan,nan,nan,nan,2022-01-02,T20,Sydney Thunder,0,0,0
Adelaide Strikers,Sydney Thunder,nan,nan,nan,nan,2022-01-02,T20,Sydney Thunder,0,0,0
Melbourne Stars,Perth Scorchers,nan,nan,nan,nan,2022-01-02,T20,Perth Scorchers,0,0,0
Melbourne Stars,Perth Scorchers,nan,nan,nan,nan,2022-01-02,T20,Perth Scorchers,0,0,0
Melbourne Renegades,Melbourne Stars,nan,nan,nan,nan,2022-01-03,T20,Melbourne Renegades,0,0,0
India,South Africa,nan,nan,nan,nan,2022-01-03,Test,South Africa,0,0,0
Melbourne Renegades,Melbourne Stars,nan,nan,nan,nan,2022-01-03,T20,Melbourne Renegades,0,0,0
India,South Africa,nan,nan,nan,nan,2022-01-03,Test,South Africa,0,0,0
India,South Africa,nan,nan,nan,nan,2022-01-03,Test,South Africa,0,0,0
India,South Africa,nan,nan,nan,nan,2022-01-03,Test,South Africa,0,0,0
Perth Scorchers,Sydney Sixers,nan,nan,nan,nan,2022-01-04,T20,Perth Scorchers,0,0,0
Perth Scorchers,Sydney Sixers,nan,nan,nan,nan,2022-01-04,T20,Perth Scorchers,0,0,0
Adelaide Strikers,Hobart Hurricanes,nan,nan,nan,nan,2022-01-05,T20,Adelaide Strikers,0,0,0
Australia,England,nan,nan,nan,nan,2022-01-05,Test,draw,0,0,0
Australia,England,nan,nan,nan,nan,2022-01-05,Test,draw,0,0,0
Australia,England,nan,nan,nan,nan,2022-01-05,Test,draw,0,0,0
Australia,England,nan,nan,nan,nan,2022-01-05,Test,draw,0,0,0
Adelaide Strikers,Hobart Hurricanes,nan,nan,nan,nan,2022-01-05,T20,Adelaide Strikers,0,0,0
Brisbane Heat,Melbourne Renegades,nan,nan,nan,nan,2022-01-06,T20,Melbourne Renegades,0,0,0
Otago,Wellington,nan,nan,nan,nan,2022-01-06,T20,Wellington,0,0,0
Otago,Wellington,nan,nan,nan,nan,2022-01-06,T20,Wellington,0,0,0
Brisbane Heat,Melbourne Renegades,nan,nan,nan,nan,2022-01-06,T20,Melbourne Renegades,0,0,0
Perth Scorchers,Sydney Thunder,nan,nan,nan,nan,2022-01-06,T20,Sydney Thunder,0,0,0
Otago,Wellington,nan,nan,nan,nan,2022-01-06,T20,Wellington,0,0,0
Perth Scorchers,Sydney Thunder,nan,nan,nan,nan,2022-01-06,T20,Sydney Thunder,0,0,0
Otago,Wellington,nan,nan,nan,nan,2022-01-06,T20,Wellington,0,0,0
Auckland,Canterbury,nan,nan,nan,nan,2022-01-07,T20,Canterbury,0,0,0
Auckland,Canterbury,nan,nan,nan,nan,2022-01-07,T20,Canterbury,0,0,0
Auckland,Canterbury,nan,nan,nan,nan,2022-01-07,T20,Auckland,0,0,0
Auckland,Canterbury,nan,nan,nan,nan,2022-01-07,T20,Auckland,0,0,0
Brisbane Heat,Hobart Hurricanes,nan,nan,nan,nan,2022-01-08,T20,Hobart Hurricanes,0,0,0
Central Districts,Wellington,nan,nan,nan,nan,2022-01-08,T20,Wellington,0,0,0
Brisbane Heat,Hobart Hurricanes,nan,nan,nan,nan,2022-01-08,T20,Hobart Hurricanes,0,0,0
Central Districts,Wellington,nan,nan,nan,nan,2022-01-08,T20,Wellington,0,0,0
Central Districts,Wellington,nan,nan,nan,nan,2022-01-08,T20,Wellington,0,0,0
Central Districts,Wellington,nan,nan,nan,nan,2022-01-08,T20,Wellington,0,0,0
Ireland,West Indies,nan,nan,nan,nan,2022-01-08,ODI,West Indies,0,0,0
Melbourne Renegades,Sydney Thunder,nan,nan,nan,nan,2022-01-08,T20,Sydney Thunder,0,0,0
Melbourne Renegades,Sydney Thunder,nan,nan,nan,nan,2022-01-08,T20,Sydney Thunder,0,0,0
Ireland,West Indies,nan,nan,nan,nan,2022-01-08,ODI,West Indies,0,0,0
Bangladesh,New Zealand,nan,nan,nan,nan,2022-01-09,Test,New Zealand,0,0,0
Perth Scorchers,Sydney Sixers,143.0,133.0,8.0,8.0,2022-01-09,T20,Perth Scorchers,1,0,0
Perth Scorchers,Sydney Sixers,143.0,133.0,8.0,8.0,2022-01-09,T20,Perth Scorchers,1,0,0
Bangladesh,New Zealand,nan,nan,nan,nan,2022-01-09,Test,New Zealand,0,0,0
Bangladesh,New Zealand,nan,nan,nan,nan,2022-01-09,Test,New Zealand,0,0,0
Adelaide Strikers,Melbourne Stars,nan,nan,nan,nan,2022-01-10,T20,Melbourne Stars,0,0,0
Hobart Hurricanes,Sydney Thunder,nan,nan,nan,nan,2022-01-10,T20,Sydney Thunder,0,0,0
Hobart Hurricanes,Sydney Thunder,nan,nan,nan,nan,2022-01-10,T20,Sydney Thunder,0,0,0
Adelaide Strikers,Melbourne Stars,nan,nan,nan,nan,2022-01-10,T20,Melbourne Stars,0,0,0
India,South Africa,234.0,236.0,10.0,6.5,2022-01-11,Test,South Africa,0,2,0
India,South Africa,234.0,236.0,10.0,6.5,2022-01-11,Test,South Africa,0,2,0
Melbourne Stars,Perth Scorchers,130.0,180.0,10.0,8.0,2022-01-11,T20,Perth Scorchers,0,1,0
Melbourne Stars,Perth Scorchers,130.0,180.0,10.0,8.0,2022-01-11,T20,Perth Scorchers,0,1,0
India,South Africa,234.0,236.0,10.0,6.5,2022-01-11,Test,South Africa,0,2,0
India,South Africa,234.0,236.0,10.0,6.5,2022-01-11,Test,South Africa,0,2,0
Melbourne Renegades,Sydney Sixers,nan,nan,nan,nan,2022-01-11,T20,Sydney Sixers,0,0,0
Melbourne Renegades,Sydney Sixers,nan,nan,nan,nan,2022-01-11,T20,Sydney Sixers,0,0,0
Adelaide Strikers,Brisbane Heat,nan,nan,nan,nan,2022-01-12,T20,Adelaide Strikers,0,0,0
Adelaide Strikers,Brisbane Heat,nan,nan,nan,nan,2022-01-12,T20,Adelaide Strikers,0,0,0
Melbourne Renegades,Melbourne Stars,129.0,126.0,5.0,10.0,2022-01-13,T20,Melbourne Stars,1,0,0
Hobart Hurricanes,Sydney Thunder,139.0,140.0,6.0,1.0,2022-01-13,T20,Hobart Hurricanes,0,1,0
Melbourne Renegades,Melbourne Stars,129.0,126.0,5.0,10.0,2022-01-13,T20,Melbourne Stars,1,0,0
Ireland,West Indies,245.0,269.0,11.0,10.0,2022-01-13,ODI,Ireland,0,1,0
Ireland,West Indies,245.0,269.0,11.0,10.0,2022-01-13,ODI,Ireland,0,1,0
Hobart Hurricanes,Sydney Thunder,139.0,140.0,6.0,1.0,2022-01-13,T20,Hobart Hurricanes,0,1,0
Central Districts,Northern Districts,nan,nan,nan,nan,2022-01-14,T20,Northern Districts,0,0,0
Australia,England,340.5,282.0,7.0,9.5,2022-01-14,Test,Australia,0,0,2
Australia,England,340.5,282.0,7.0,9.5,2022-01-14,Test,Australia,0,0,2
Australia,England,340.5,282.0,7.0,9.5,2022-01-14,Test,Australia,0,0,2
Central Districts,Northern Districts,nan,nan,nan,nan,2022-01-14,T20,Northern Districts,0,0,0
Australia,England,340.5,282.0,7.0,9.5,2022-01-14,Test,Australia,0,0,2
Adelaide Strikers,Perth Scorchers,nan,nan,nan,nan,2022-01-14,T20,Adelaide Strikers,0,0,0
Adelaide Strikers,Perth Scorchers,nan,nan,nan,nan,2022-01-14,T20,Adelaide Strikers,0,0,0
Central Districts,Northern Districts,nan,nan,nan,nan,2022-01-14,T20,Central Districts,0,0,0
Central Districts,Northern Districts,nan,nan,nan,nan,2022-01-14,T20,Central Districts,0,0,0
Adelaide Strikers,Melbourne Stars,139.0,140.0,9.0,5.0,2022-01-15,T20,Adelaide Strikers,0,1,0
Sydney Sixers,Sydney Thunder,nan,nan,nan,nan,2022-01-15,T20,Sydney Sixers,0,0,0
Sydney Sixers,Sydney Thunder,nan,nan,nan,nan,2022-01-15,T20,Sydney Sixers,0,0,0
Auckland,Otago,nan,nan,nan,nan,2022-01-15,T20,Auckland,0,0,0
Auckland,Otago,nan,nan,nan,nan,2022-01-15,T20,Otago,0,0,0
Auckland,Otago,nan,nan,nan,nan,2022-01-15,T20,Auckland,0,0,0
Adelaide Strikers,Melbourne Stars,139.0,140.0,9.0,5.0,2022-01-15,T20,Adelaide Strikers,0,1,0
Auckland,Otago,nan,nan,nan,nan,2022-01-15,T20,Otago,0,0,0
Ireland,West Indies,206.5,249.0,8.0,10.0,2022-01-16,ODI,Ireland,1,1,0
Sri Lanka,Zimbabwe,nan,nan,nan,nan,2022-01-16,ODI,Sri Lanka,0,0,0
Sri Lanka,Zimbabwe,nan,nan,nan,nan,2022-01-16,ODI,Sri Lanka,0,0,0
Northern Districts,Wellington,nan,nan,nan,nan,2022-01-16,T20,Northern Districts,0,0,0
Brisbane Heat,Melbourne Stars,nan,nan,nan,nan,2022-01-16,T20,Melbourne Stars,0,0,0
Northern Districts,Wellington,nan,nan,nan,nan,2022-01-16,T20,Wellington,0,0,0
Northern Districts,Wellington,nan,nan,nan,nan,2022-01-16,T20,Wellington,0,0,0
